"id","tags"
"157038","particles pressure flow low"
"157041","torque"
"157049","coordinate inside hole horizon time"
"158049","externally internally shift reflected relative 180 light phase optics"
"158050","eigenenergy atom hamiltonian"
"158051","ma angular momentum contest"
"158054","entropy maximum behavior system"
"158055","gauge sm"
"158057","force gravity fundamental emergent"
"158060","observable single deterministic eigenvalue"
"158063","universes parallel"
"158070","nucleus helium boson"
"158074","derivative"
"158075","humans animals voices"
"158081","wavelength rayleigh waves penetrate"
"158084","motion quasi periodic"
"158089","formula 2 mc time"
"158093","current maxwell term displacement"
"158095","vertex graviton conservation fermions spin angular momentum"
"158099","function frequencies energy wave"
"158104","reduce force speed"
"158105","interaction surface intensity edges slits electrons distribution"
"158108","comets station spin"
"158109","water heat gas low"
"158112","electron nucleus forever atom"
"158117","phase measure space"
"158120","frame relativity reference"
"158127","force gravity"
"158128","change gas system closed time"
"158132","universe created light"
"158133","function viscosity density"
"158138","react related thermometer"
"158140","practical direction particle space else 1 applications operator momentum"
"158141","motion omega 2 k/m harmonic"
"158142","energy internal"
"158144","holes black event horizon supermassive"
"158146","realistic potential"
"158152","lens light camera trace"
"158153","definition meter"
"158154","diffusion composite medium solution times"
"158157","function hydrogen wave"
"158165","double slit experiment"
"158166","understand presently time"
"158167","concentrated light laser spot"
"158168","blackbody radiation"
"158170","abelian"
"158171","definite electron force location"
"158174","orbitals"
"158180","heavy relativity surface sphere 2 4 pi bigger"
"158181","understand theorem don communication"
"158182","thermodynamic"
"158183","ice"
"158187","maxwell equations"
"158188","lateral objects 67 earth 000mph inertia"
"158189","hole black stretched limits space"
"158192","leakage"
"158193","bracket hodge moyal"
"158195","hole experiment black event horizon"
"158196","2 gravitational equilibrium masses stable"
"158204","forward car friction"
"158210","light lab"
"158212","faster schwarzschild light object equal radii 2 time dilation"
"158215","output drop voltage equal"
"158223","gravitational potential energy system"
"158226","unknown mass system pulley"
"158231","control parameters space energy object thermal amount detectable possess"
"158234","electromagnetic duality spectrum"
"158240","fundamentals light"
"158241","travels light straight laser path"
"158245","kinetic radiation energy atoms"
"158246","usually kilograms grams expressed"
"158248","vectors momentum"
"158251","position elements table periodic"
"158253","field renormalization classical theory"
"158254","describe freezing lake surface spread ice"
"158256","dependent medium speed wave"
"158260","diffusion function particle greens diffuson universally"
"158263","simple harmonic"
"158265","orifice pressure equation differential container"
"158271","break hammer diamond hit"
"158274","led damage"
"158276","sphere section scattering cross"
"158282","water system remove"
"158283","operator density"
"158284","noise initial oscillator harmonic damped amplitude"
"158288","dark energy expansion space"
"158291","diffusion reaction kinetic 1d parameters"
"158298","frames"
"158299","holes antimatter black theory matter"
"158300","earth direction move"
"158303","produced calculate ions magnetic i/2 electrolytes mu field moving formula pi"
"158309","indices tensor convention"
"158313","expansion"
"158317","smooth surface water ripples flowing road"
"158318","representation equation weyl dirac"
"158319","dark matter neutrinos"
"158320","recover mass boson"
"158329","mechanics equilibrium cause statistical mechanical"
"158330","symmetric lattice"
"158331","mixed decompositions"
"158334","prerequisites principia"
"158335","phase dynamics"
"158336","charge conducting"
"158337","theories conformal stack presentations massive"
"158340","inductors field magnetic"
"158341","lower true processor power temperature"
"158342","emits human"
"158350","body reduced"
"158351","m/s 2 kg"
"158352","invariants using interacting topological chiral"
"158355","barrier energy finite potential lost"
"158359","relativity special"
"158366","difficult"
"158367","water thrust create bucket outflowing"
"158369","charge"
"158370","epicycles model geocentric laws"
"158380","trouble lifshitz landau"
"158385","gravitational wave"
"158386","regurgitate holes black"
"158387","sun hole black"
"158390","wheel angle calculate future time speed"
"158394","consequence thermodynamics law equilibrium"
"158398","schroeder passive translation peskin active"
"158401","function energy conservation"
"158402","acceleration formula post newtonian"
"158404","energy gravity"
"158411","tape ray"
"158415","direction predict equation extraordinary vector poynting anisotropic fermat eikonal ray"
"158416","geometry solid differential"
"158417","battery ion charging li"
"158420","expanding"
"158421","feynman field statement einstein"
"158425","distance time physical"
"158426","force damping oscillation period"
"158429","space motion"
"158432","analytic"
"158438","mass"
"158441","operator density"
"158449","mu counting gauge dimensions a_"
"158450","lagrangian transformation time"
"158452","hamiltonian transformation external canonical"
"158454","measuring dilation time"
"158456","polarization term vectors relations"
"158457","loschmidt molecular assumption chaos"
"158458","real field dagger a_"
"158459","project sound line flashlights"
"158460","opposite wall v_x time molecule delta 2l"
"158462","joules constant ideal gas"
"158467","gravity boson higgs"
"158474","contradict experiment michelson morley aether"
"158475","coil superconducting properties"
"158477","paradox podolsky rosen einstein"
"158481","light photons holes rest black mass"
"158486","frame collar vertical"
"158488","super algebra subalgebra virasoro"
"158489","physics spin su reference"
"158491","motion"
"158492","starters qm principles quantum mechanics dirac shankar"
"158500","thermodynamics negative temperature"
"158503","sphere charged"
"158504","screen iphone"
"158506","synchrotron gravitational radiation produced field magnetic"
"158507","estimate minimum potential 3d"
"158508","gravitational potential temperature"
"158512","electromagnetic fields"
"158513","theories spin naturally"
"158514","mueller elements calculate matrix"
"158519","pressure experiment questions"
"158526","energy distribution stars"
"158530","collision photon excited particle"
"158532","directions crystals grow preferred"
"158534","single frequency photon"
"158537","geometry black"
"158538","dilation time"
"158542","affect gravitational mass dilation time"
"158543","cdot hat vec"
"158547","rotating torque"
"158548","universe happen disappearing"
"158550","magnet pole"
"158552","steel stainless magnetic"
"158553","hit degree asteroids 90 earth angle"
"158555","gas force collide molecules"
"158556","entanglement formation decomposition question"
"158557","rotating magnet photons"
"158558","distance velocity vectors time"
"158564","distance length wave waves"
"158566","dumbbell"
"158569","kinetic energy"
"158571","expanding energy/matter look appeared universe begun time spacetime"
"158572","exactly move isotropy actually ensure molecules"
"158576","layers neighboring effect liquid"
"158578","light oven speed discover microwave"
"158583","variational ritz method"
"158585","magnet energy conserved upwards"
"158586","wavelength"
"158589","uncertainty"
"158596","dark universe percentage energy"
"158597","protons higgs"
"158600","space g_ metric mu time nu"
"158604","photon"
"158606","lienard wiechert"
"158609","neumann prove von leq entropy log"
"158610","phases rows don matrix maskawa matter kobayashi common cabibbo columns"
"158611","distance wormholes velocity"
"158617","chevy silverado mars"
"158626","charge shell inside"
"158627","confusion"
"158630","field scalar question"
"158641","length light below speed planck"
"158643","energies photon pion decay"
"158648","calculate geometry fields magnetic system electrical arbitrary electric"
"158653","nuclear arbitrary species reaction"
"158655","phi model 6"
"158656","windmill static friction"
"158658","propagation wave"
"158659","theory electromagnetic field maxwell reduced momentum dynamical"
"158665","rotational solve"
"158666","gravitation manipulate"
"158669","sound frequency"
"158672","phi langle prove field scalar rangle omega"
"158675","frequency angular system"
"158676","centripetal force example"
"158681","maxwell magnetic potential equations heaviside"
"158683","motion terminal velocity"
"158686","real curvature"
"158687","abelian rules lagrangian obtain feynman quick"
"158689","equation hand tensor einstein"
"158690","magnet filter outside oil"
"158691","energy stored questions"
"158696","orbital mechanics"
"158697","charge materials"
"158701","holography string theory"
"158703","halos ice"
"158706","planar space free field plane propagate e/m waves using"
"158707","objects able discern"
"158712","distance configuration bodies fixed"
"158717","field strength radial electric interlayer"
"158718","suspension stiffness"
"158722","action mechanics"
"158729","tension strings"
"158730","typo grapheme"
"158731","figures significant"
"158733","emitted photon"
"158739","reaction"
"158740","constant acceleration questions"
"158741","gravitation force conservative"
"158742","index refractive"
"158746","tea polonium"
"158748","formed focus"
"158749","regularity cause statistical"
"158750","motion rocket"
"158756","frames inertial moving reference time"
"158757","shell theorem"
"158758","impact outer radiating space window heat transparency"
"158762","function exponential"
"158766","muon length frame earth"
"158769","sense chiral decomposition spinors unique"
"158770","optics common"
"158771","relativistic equivalence principle glider violate"
"158780","move reflecting faster object"
"158781","blackbody thermally environment inhomogeneous"
"158785","weak charge electrons"
"158789","velocity angular motor"
"158792","batteries"
"158794","tension acting force outwards loop"
"158797","light convert laser white"
"158799","entangled"
"158800","mass exist electrostatic signify inertial"
"158802","applied biology physics knowledge"
"158803","cdot 0 interpretation oint physical"
"158805","assume re current talking electrostatics"
"158810","colour decomposition"
"158814","patterns foam espresso"
"158817","rolling direction object force friction"
"158818","bottle"
"158819","equal ke"
"158824","stabilise satellites precisely"
"158826","chemical gradient potential"
"158832","holes galaxies black"
"158833","battery capacitance charge rod"
"158845","function green solutions"
"158848","energy resistance air thermal converted falling kinetic potential"
"158849","expected values coherent oscillator harmonic"
"158850","geometry mechanics theory statistical"
"158854","spring stiffness"
"158855","momentum hamiltonian"
"158857","mass system mistake"
"158861","contra vector variant components co"
"158865","current"
"158868","hologram"
"158870","scale error factor"
"158871","quantum phase space"
"158872","energy angular momentum"
"158873","markovian modern according theories etc world qm gr"
"158876","cannon ballistic"
"158878","rolling friction"
"158880","degrees temperature"
"158883","trace hamiltonian"
"158884","function omega transference infty 0"
"158889","electron nucleus"
"158890","additional vector tensor qualities physical"
"158897","accurate"
"158898","paradox gravitational dark matter speeds time ehrenfest dilation"
"158904","macroscopic"
"158912","ball elastic bounce time"
"158914","speed object moving time"
"158916","wavelength goggles laser choose power"
"158917","period pendulum amplitude physical"
"158920","leaves rotational ball ramp energy"
"158922","teslas electromagnet calculate resistance"
"158930","gas mass expelled"
"158937","satellites safety"
"158938","stretch"
"158943","baryogenesis leptogenesis"
"158944","quantum agents contradictory bayesianism"
"158946","usually minkowski affine vector space"
"158949","satellite orbit stay"
"158953","energy fermi"
"158956","gravitational waves directly detected"
"158958","spinor lorentz p_ vector 4 act alpha dot"
"158962","normal doesn"
"158965","seams fire duraflex"
"158966","band source light"
"158972","average surface hitting molecules kinetic energy"
"158975","scattering single stationary method particle"
"158976","confusion regarding inductors"
"158979","immediately ensures rocket condition takes"
"158983","constant cosmological"
"158984","distribution density"
"158987","identical masses effective"
"158993","water bowl"
"158999","kinetic object energy"
"159000","gyration radius"
"159004","equation significance dirac 2+1 physical"
"159008","amount potential energy"
"159009","resistance negative thevenin"
"159014","difference instantons sphalerons"
"159018","relativity special"
"159020","operator goldstone charge"
"159021","oscillator harmonic"
"159022","magnet field magnetic charges"
"159023","efficiency cells"
"159026","shuttle vacuum move space"
"159030","2d topological p+ip class symmetry"
"159034","center gravity lift front position wheels ground"
"159038","understand einstein"
"159044","acceleration relativistic particle"
"159045","field gravitational constant rocket"
"159050","width section cross"
"159052","operator hermitian ket particular"
"159056","wax"
"159059","scalar constant cosmological"
"159061","prerequisites mechanics susskind classical"
"159067","susy higgs boson discovery"
"159070","solar air"
"159074","velocity"
"159078","disk hole accretion black"
"159082","distance angular momentum axis"
"159085","invariant hamiltonians"
"159088","earth hubble arrive"
"159093","function equation arrive master correlation"
"159098","instantons classical vacuum"
"159099","relativity metric difference tensor"
"159101","indefinitely matter happen"
"159103","additional light gravitational due field sun earth"
"159106","formation star universe"
"159109","width line natural"
"159110","hole black"
"159111","schwarzschild solution"
"159113","towards force center car friction static circle"
"159114","stern gerlach experiment"
"159115","frame dragging kerr metric"
"159120","cosmology"
"159123","charges bosons electric theoretically pm"
"159125","slit huygens"
"159131","operator representations hermitian outer product"
"159135","velocity angular"
"159138","current 0 sigma density"
"159145","depth level sea height"
"159148","accelerated electron momentum"
"159149","acceleration relate time rocket delta"
"159152","expanding equation einstein field universe"
"159154","electricity fan consumption"
"159159","field gravitational einstein equations wave"
"159160","current conserved equation gordon klein"
"159162","equilibrium"
"159171","convenient relativity spacetime curvature"
"159177","introduction equation intuitive einstein"
"159182","chord notes frequency played resultant"
"159183","andreev multiple reflections"
"159189","sound blade grass"
"159190","infinite"
"159192","hole black"
"159201","hit beam eyes laser damage"
"159205","symmetric phase breaking symmetry"
"159206","alternating graph current"
"159214","electric conductivity"
"159218","boltzmann difference"
"159221","collision kinetic inelastic energy momentum"
"159222","quantum mechanics"
"159232","shell inside potential electric"
"159233","light tissue soft"
"159238","acceleration velocity vector determine respect"
"159245","parity theoretically"
"159246","electron spin"
"159250","lorentz variation"
"159253","average rate deceleration"
"159255","comic xkcd"
"159258","laser photoelectric effect"
"159260","boiling shatter french water glass doesn press"
"159271","body mass reduced help"
"159273","em classical symmetry charge conservation gauge"
"159280","curved spacetime paths"
"159287","affected gravity rest time"
"159288","representation acting operators"
"159289","torque falling object"
"159295","incident rays scattered angles"
"159300","ignite temperature metal surface cigarette touching minimum"
"159301","signaling principle"
"159302","field magnetic strength force"
"159305","foil heat"
"159306","field gravitational path"
"159307","acceleration motion uniform circular instantaneous"
"159308","nonzero particle light outside cone amplitude forward"
"159312","manifold metric spacetime space"
"159313","gradient visualize form"
"159315","physics math"
"159320","particle photons collide zero resulting velocity"
"159325","rip hadron"
"159330","lorentz transformation"
"159334","color warmth clothes"
"159336","light energy converts mass moves speed"
"159344","happens function wave measurement hamiltonian"
"159345","beam moment mass center structure"
"159347","function quantum incompressible laughlin wave"
"159352","destroying atom"
"159357","operator re arranged"
"159363","explanation relativity validity"
"159364","electron nucleus revolve"
"159365","negative permittivity"
"159366","system hamiltonian"
"159367","beam moment mass center structure"
"159368","wave"
"159374","driven angle pendulum equation motion approximation beyond"
"159375","oscillators difference oscillator harmonic coupled"
"159388","breaking symmetry spatial"
"159389","expansion free"
"159394","interaction radius molecules"
"159397","period oscillation"
"159398","current induced superconductor"
"159401","altitude geocentric"
"159403","beam splitter"
"159406","remainder"
"159411","archimedes principle"
"159413","meet object mass fingers center"
"159416","chemical phases equilibrium"
"159418","torque steering motorcycle"
"159421","temperature zero 1 length ising correlation model"
"159427","depends time factors"
"159428","proper integral geodesic time"
"159431","operators weyl wigner bopp"
"159432","light"
"159436","mars hard hit ground"
"159443","cfts question correlation"
"159447","transmission wavelength determine thickness"
"159454","teen explain spin 14"
"159456","spark energy calculate"
"159462","tight binding hamiltonian"
"159464","energy potential"
"159466","carry spoon mount top everest"
"159467","equation linear response"
"159471","functions taylor series sum motion polynomial shouldn represented finite"
"159474","universe energy potential mass"
"159477","rumble hear cover deep ears"
"159479","exactly curvature 2d operator laplace mean"
"159490","particles belonging weinberg question species"
"159492","multilinear tensors"
"159493","light"
"159502","action electromagnetism"
"159506","motion device perpetual plan"
"159510","projection gso"
"159511","bloch gauge transform hamiltonian"
"159514","distribution potential"
"159516","explanation relativity"
"159521","orbital law magnetic moment biot savart"
"159525","pair conservation energy production"
"159527","energy equivalence mass rest"
"159528","moving electric"
"159532","perfect field magnetic conductor"
"159538","velocity angular orbit"
"159541","rod angular momentum"
"159547","energy photons"
"159549","radiation direction scattering thomson"
"159550","path ampere law circular"
"159554","homogeneous frame isotropic reference"
"159558","object displacement instantaneous zero time velocity"
"159560","instantaneous calculate time"
"159570","nai photon yield"
"159572","electromagnetic lorenz gauge field"
"159575","light medium moving reflected"
"159576","singularity bang"
"159577","plasma inert gases"
"159584","transfer heat temperature"
"159590","heat spaceship deep space"
"159593","weigh balloon filled air"
"159596","zero mass"
"159597","rules branching 3 su"
"159599","look particle curve antiparticle closed pair"
"159600","process processes primary secondary"
"159602","magnetic superconductor expel"
"159608","rosette mohr 0 finding 90 circle"
"159609","semiconductor"
"159611","hamiltionan tell eigenfunction gto"
"159613","restriction flow water pipe pressure static"
"159618","operator field psi creation rangle"
"159623","direction spin measurement"
"159626","happen decays"
"159628","tensor metric ds field dz dx dy dt +"
"159633","phase photons 2 opposite"
"159636","resistivity electrical relationship density"
"159640","real derivation ohm law"
"159645","distance inside outside black horizon hole event"
"159649","relative velocity ball rod hitting"
"159650","data interpreting ups"
"159652","volume phase conservation space"
"159655","gas pressure fermi temperature bose"
"159656","random am galaxy"
"159659","equation metric set geodesic besides"
"159665","sound"
"159670","1 photon spin gordon klein"
"159673","attraction gravitational objects due"
"159674","velocity boltzmann distribution maxwell"
"159675","ampere si unit"
"159677","motion matter equations mu 0 nabla_ true nu"
"159680","integrability body"
"159685","cdot electrodynamics vec 0"
"159688","verified mc objects energy 2 experimentally macroscopic potential"
"159695","kepler"
"159696","gravitational force impulsive"
"159697","phase transition effect leptogenesis"
"159700","klein commutator integral field gordon identity"
"159703","body energy relativity macroscopic special"
"159704","transformation kinetic term quark"
"159708","distance cos theta particle dfrac"
"159709","light visibility"
"159711","magnetization ferromagnet"
"159712","relativity transformation einstein"
"159713","build clock"
"159716","rotating field magnetic magnet ring"
"159721","joints finite element"
"159722","interaction word ranged"
"159728","oscillations forced resonance"
"159729","fields magnetic emf transformers"
"159734","mass"
"159739","single molecule"
"159740","law demonstration snell"
"159747","focal mirror"
"159748","model 2 gaussian rational"
"159755","diagram force f_ 1 beam below vec balance"
"159760","distinguish shake"
"159762","objects speed wind size"
"159766","energy system"
"159769","space dropped iphone"
"159771","decomposing"
"159772","empirical probability measure"
"159774","mathbb 3 physical"
"159778","otimes oplus quarks notation mesons"
"159779","classical gas boson ideal compressibility isothermal"
"159780","light region coherence width spatial active"
"159782","electron interference particle wave"
"159783","rate ball bowling"
"159784","rolling slipping friction"
"159792","light near moving speed"
"159797","motion maxwell chern equations simons"
"159800","field pulsed"
"159802","thermoelectric radioisotope hot generators 238 plutonium"
"159803","baryon asymmetry sphaleron erase interactions"
"159804","discovered gravitational waves"
"159805","acceleration insect jumping question"
"159806","energy flow"
"159808","bomb nuclear fission fusion pure explosion"
"159815","beam"
"159818","polar moment inertia cylinder"
"159826","proof"
"159828","quantum textbook"
"159835","0 net equilibrium torque static"
"159838","field hollow cylinders electric charged"
"159840","water mass ice delta"
"159845","sigma isospin baryon"
"159848","lens photons electrons focus"
"159849","car plane slower"
"159850","material"
"159851","output laser"
"159853","predict light relativity physics deflection"
"159854","black lcds"
"159856","black emitter"
"159857","physics question"
"159870","balloons bullet"
"159871","system topological landau"
"159872","complementarity cumulative weak measurements"
"159874","earth realistic explosions echo"
"159875","explain curvature theories cluster lensing gravitational"
"159877","boundary lagrangian"
"159879","reflect glass white black"
"159880","outcome ratio determine"
"159884","calculate klein equation exactly spectrum wrong gordon using hydrogen"
"159885","color factors gluon quark qcd"
"159887","choices phase observables standard spin interpret"
"159891","newton law rotation"
"159892","lowest energy ball potential"
"159893","ohm emf motional law"
"159897","phase conservation probability space"
"159902","drag increase re heat textured entry"
"159904","proper time"
"159906","image virtual"
"159914","hooft instanton solutions"
"159916","superconductor"
"159920","rolling rotation pure"
"159922","energy photon"
"159923","actual smoothly cup move fluid air sharp instead hollow"
"159925","effect stark"
"159926","sum_i frac projection form operators expressed lambda_i 1 r_i +"
"159929","equation ray trace refracted"
"159930","perturbation gr"
"159932","gravity buoyancy center equilibrium"
"159935","force friction"
"159937","explode hole black"
"159941","matter mass"
"159946","harmonic"
"159950","relativistic conservation momentum"
"159955","magnetic"
"159958","question fluid basic"
"159959","gravity"
"159960","speed"
"159966","dispersion relation"
"159970","karman vortex street generate"
"159971","mass center gyroscope"
"159976","motion bouncing ball"
"159977","maximal velocity"
"159980","geometry thermodynamics symplectic"
"159985","microscale definition stress"
"159986","central particle conclude field moving force constant angular momentum"
"159988","underground rods detect metal wires"
"159993","feynman parameters"
"159995","metric identity manipulation"
"160000","polarization"
"160005","mechanics using lagrangian"
"160014","holes black"
"160020","mu_0"
"160023","rangle alpha_0 time expected alpha omega"
"160025","emf force magnetic produced field produce"
"160026","spread photoelectric effect produces"
"160027","interpretation dirac sea"
"160034","detailed balance argument chemistry"
"160042","light amplitude"
"160043","depletion fermions density"
"160047","source computer relativity algebra"
"160048","draw"
"160050","lagrange equation energies lagrangian form"
"160053","floquet"
"160054","radius"
"160056","perpendicular crystal plane isotropic tetragonal conductivity axis"
"160058","higgs"
"160060","information hole black"
"160061","earth sun distance temperature mars"
"160063","gravitational net force centrifugal calculate"
"160065","lorentz transforms"
"160068","thermodynamics"
"160070","vector transforms dot v_"
"160074","distances charge electric"
"160075","joule thomson"
"160076","mathematical foundation quantum book physics"
"160078","fluid expansion"
"160085","sound goniometer"
"160087","velocity torricelli law time"
"160091","field theory concern"
"160093","behaviour qm linear arise"
"160095","mathbb real modelled theories 4 spacetime"
"160096","charges field magnetic"
"160102","spin basis"
"160103","feel pressure atmospheric closed"
"160104","beams self laser"
"160106","holes black size"
"160108","150 bright incandescent bulb light"
"160112","coherence spin"
"160114","container boil liquid"
"160118","function lapse"
"160122","normal/standard formulation"
"160133","force weight"
"160135","scale advantages happening"
"160136","study material phase laboratory transitions magnetic exercise"
"160137","real faraday cage"
"160138","threshold current increase laser temperature"
"160139","pseudotensor lifshitz landau"
"160141","field produce torque conservative"
"160146","hardening metal"
"160151","cut laser material specific beam determine"
"160152","blue g_8 quark mu red scattering involves"
"160153","feel thirring lense effect einstein"
"160155","sponge liquid trapped"
"160157","properties wave"
"160160","antisymmetric matrix pairing field differentiation hfb"
"160161","acoustics gravity relationship"
"160164","length optics focal basic"
"160165","independent frame reference forces"
"160169","boomerang angular momentum"
"160175","current knowledge higgs"
"160180","equation permeability solve"
"160181","tea cup wave"
"160183","particle mean"
"160184","sharp stagnation corner"
"160185","light electron spin"
"160194","effect"
"160199","typical"
"160200","sum momentum"
"160202","travel speed time"
"160203","operator meaning density"
"160210","below object weight doesn air"
"160211","cabin elevator"
"160213","star"
"160218","williamson significance physical"
"160220","clocks relativity theory special"
"160223","field theorem local bell"
"160225","representation particle wavefunction normalized simplest quantum position fermionic"
"160228","usually fields rarita schwinger majorana"
"160229","advection operator"
"160230","real probability qft fields negative scalar"
"160243","speed"
"160244","light"
"160248","simple motion mass harmonic center"
"160249","contraction"
"160254","law"
"160255","light intensity frequency"
"160256","coil magnetic field"
"160257","detected quarks leptons"
"160263","operator charge dirac"
"160264","electromagnetic mass"
"160268","supersonic / propagation bang boom sounds"
"160269","independent measurements examples"
"160270","gravitational singularity"
"160273","wavelength diffraction amplitude related"
"160276","near object event horizon"
"160277","multiple light 1 pace physical speed quantity"
"160282","loss heat oven iron cast"
"160283","look"
"160288","age"
"160292","harden shape sma memory"
"160294","frequency plasma"
"160297","jerk"
"160304","broken tensors"
"160305","newton 2nd 3rd law clarification"
"160306","hole black"
"160312","defined earth north surface"
"160313","light required bend"
"160319","tv rainbow"
"160321","photon velocity mass particle"
"160328","coordinate inertial system"
"160330","intuitive light energy photon intensity model difference"
"160332","applications material differential partial science"
"160335","spherical coordinates angular momentum"
"160345","velocity zero objects"
"160347","equivalence principle"
"160354","measuring born classical rule"
"160358","channel"
"160362","space stationary masses actually evidence attract"
"160366","binding"
"160367","wire force experiment explained rotating lorentz faraday"
"160368","mathematical stress energy momentum"
"160369","diffraction"
"160370","real time"
"160374","phase gauge bloch"
"160380","field hard equations correct einstein"
"160381","frames simultaneous events reference"
"160383","symmetry topological edge protected questions gapless excitations"
"160384","wavelength/frequency light measure"
"160392","cosmological redshift"
"160394","engine reversible carnot"
"160397","kinetic energy round"
"160400","phase 0 pi change"
"160402","balls height 2 cradle time dropped"
"160405","operator quantum unitary gate"
"160413","supersonic flight speedometer"
"160414","thermodynamics experiment"
"160415","quantum mechanics study"
"160416","light objects transparent pass"
"160417","phi theory 3 diagram tadpole loop"
"160418","pump slurry"
"160419","distinct bravais 14 lattices"
"160420","spectacles sunlight"
"160422","spin derive fermi effective wave"
"160429","conduction transfer equation heat limits"
"160435","current amplified voltage power"
"160437","term question surface"
"160439","dark matter explain"
"160443","length molecular dynamics time"
"160445","co metric object moving time coordinate spacetime"
"160447","em fields waves"
"160448","vector force"
"160453","multiplets global particle symmetry"
"160458","theorem example earnshaw"
"160460","faster observer"
"160469","exergy occur destruction"
"160473","distance mediation newtonian carriers relativity action"
"160475","hot blowing liquid"
"160478","pressure blood change"
"160482","optical circulator"
"160484","definition charge electric field"
"160488","field conservative electric proof"
"160492","cereal liquid top suspended floating milk"
"160495","quasi reversible static processes"
"160497","beam moment elastic curvature"
"160503","spherical shell wave"
"160504","trace"
"160506","goldstone wave spin modes density"
"160510","quark"
"160511","violating cp processes"
"160513","re magnetic current field using amp law loop"
"160514","contained set future causal achronal"
"160516","information liquid contain"
"160517","earth curvature space"
"160519","field scalar yang mills renormalization"
"160522","doesn electron conservation atom apply momentum"
"160523","dreibein connection spin generalized gravity"
"160526","system"
"160529","related magnetism unrelated gravity extent"
"160533","guitar physics"
"160536","water field align electric molecules"
"160538","acceleration gravity"
"160542","tube shaped"
"160548","protons properties atom"
"160553","little indexes"
"160555","increase thrust moving"
"160561","gas summation ideal huang quantum canonical ensemble occupation"
"160568","deltas integration final"
"160572","motion driven equation spring"
"160574","masses collide times"
"160580","symbols christoffel"
"160581","tube fluids shaped"
"160584","factor"
"160585","cube solve rubik"
"160588","relativistic spinning ball mass"
"160592","exactly uncertainty principle"
"160596","physics symmetry mean"
"160597","2 su"
"160599","finding diminish chance particle time"
"160609","operators fermion boson coupled"
"160613","loss kinetic energy wind airfoil"
"160623","causation correlation conclude"
"160628","real life holograms people else 3d"
"160633","balls spin faster"
"160637","random radioactive truly"
"160638","polarization"
"160639","gravity curvature apple"
"160643","function radial"
"160644","light antiparticle speed particle"
"160645","considered sr gr dilation time"
"160648","photons travel time"
"160649","force dipoles"
"160651","theoretical"
"160653","metal structure surface"
"160658","effective below bound zero potential falls"
"160659","spring mass system coefficients sign"
"160663","amplitudes energy turbulent spectrum mode kinetic fourier"
"160668","retrocausality experiment"
"160670","articles concerning knipping laue friedrich titles published 1913"
"160674","acceleration body system"
"160675","uncertainty"
"160676","information total universe"
"160679","weigh tons apple 500"
"160681","double counting detectors particle"
"160682","standing traveling waves"
"160684","objects"
"160685","time"
"160694","piston gas"
"160702","self wavepackets accelerating spaceship"
"160705","size laser dot measure"
"160710","relativistic kinetic energy"
"160711","physics jerk"
"160718","battery car manual dead"
"160728","break tube weight"
"160733","wrong theorem parallel axis"
"160737","objects static"
"160740","flavour"
"160745","motion equation geodesic"
"160746","quantum field electric"
"160749","produced metal frequency piece rectangular"
"160754","magnetic line straight"
"160755","compute bound"
"160759","postulate einstein"
"160760","rolling ball incline"
"160764","total entirely uncertainty resistors circuit"
"160765","generated radiation hawking virtual"
"160766","spacetime preferred"
"160771","confusion equation euler lagrange"
"160774","dimensions"
"160777","limit propagator x_0 x_1"
"160781","exist empty space"
"160785","stable unstable orbit planets equilibrium"
"160786","velocity balloons flowing"
"160790","semiconductor approximation periodic justified physics potential"
"160791","force"
"160792","correlations cause violate bell"
"160794","2 frac space lorentz complex times 1 vector representation matrices"
"160795","perturbed transition oscillator harmonic"
"160801","water adhesion"
"160806","adjoint matter hermitian anti fundamental representation"
"160810","representation wave fock electromagnetic"
"160815","pipe discharge"
"160816","detailed balance"
"160818","reduction power"
"160821","quantum observables mechanics"
"160822","function independent quantum mechanics time"
"160830","wavefront wave"
"160832","cradle mill newton gravity"
"160833","infinite band finite structure wave"
"160838","sphere field electric plate"
"160850","simple system convergence physical speed equilibrium"
"160853","model jaynes collapse revival cummings"
"160864","phase functional separation density"
"160867","tub object weight"
"160868","submarine coated"
"160874","described trajectory sufficient integral reaches extremal determine action condition"
"160876","box spring happens"
"160881","electron gas theory intuition"
"160882","move object fast vacuum"
"160883","centripetal acceleration polyline"
"160886","electron decrease temperature"
"160887","centripetal apply force"
"160890","energy potential equal kinetic"
"160893","eccentricity exoplanet"
"160896","earth gravitational survive life time"
"160899","sphere angle bloch"
"160901","orthonormal quantum mechanics basis"
"160902","pressure resistance"
"160903","motion max speed circular"
"160909","information faster light"
"160912","model system solar nice"
"160915","collision force collides elastic resultant"
"160916","size"
"160918","t_ heating water 0 1 entropy formula change"
"160923","via equivalence principle gravity"
"160924","springs angle"
"160926","box scattering"
"160929","wavelength colours"
"160930","semiconductor conductivity"
"160931","orbital mechanics"
"160933","legendre transformation"
"160934","hud text eye optics close"
"160935","proper lie lorentz covariant algebra"
"160937","field magnetic produce moving electric"
"160939","surjective map exponential restricted lorentz theorem stating"
"160942","water tanks equilibrium"
"160945","pressure conservation terms momentum applying"
"160950","stokes equations solution navier found exact"
"160952","box analytically hydrogen atom"
"160953","energy"
"160959","broglie constant theory de bohm planck"
"160966","light refraction"
"160972","quantum fields vanish infinity"
"160975","acceleration frame stationary"
